Code,Country,Study,Submission,Documents,Note,Date
CH,Switzerland,Pre-Market,Competent Authority,"NOTE: the maximum file size should not exceed 200MB per PDF file. Larger files must be split. Documents formats: PDF, Excel & scanned documents. ",,2022-07-15
CH,Switzerland,Post-Market,Competent Authority,"NO NEED TO SUBMIT TO CA, EC ONLY. Category A clinical trials",,2022-07-15
CR,Costa Rica,Pre-Market,Competent Authority,Instruction,The data entered into the SEP Online database and the data submitted to the Agency in hard copy must be identical. See EC submission. ,2022-07-15
CR,Costa Rica,Post-Market,Competent Authority,Instruction,The data entered into the SEP Online database and the data submitted to the Agency in hard copy must be identical. See EC submission. ,2022-07-15
CY,Cyprus,Pre-Market,Competent Authority,Aplication form ,Download from webpage,2022-07-15
CY,Cyprus,Pre-Market,Competent Authority,A copy of the opinion of the Cyprus National Ethics Committee,,2022-07-15
CY,Cyprus,Pre-Market,Competent Authority,Data allowing identification of the device,"(i) Generic Name (ii) Model name (iii) Model Number (i.e. Label, Instruction for Use).",2022-07-15
CY,Cyprus,Pre-Market,Competent Authority,A general description of the product  ,,2022-07-15
CY,Cyprus,Pre-Market,Competent Authority,CIP,,2022-07-15
CY,Cyprus,Pre-Market,Competent Authority,Criteria of patient selection,,2022-07-15
CY,Cyprus,Pre-Market,Competent Authority,Number of patient in clinical investigation,,2022-07-15
CY,Cyprus,Pre-Market,Competent Authority,"Design drawings and methods of manufacture envisaged, in particular as regards sterilization and diagrams of components, sub assemblies, circuits etc.",May not be submitted but must be available in case the CA wants.,2022-07-15
CY,Cyprus,Pre-Market,Competent Authority,The results of the risk analysis & GSPRs analysis,,2022-07-15
CY,Cyprus,Pre-Market,Competent Authority,The results of the design calculation and of the inspections and technical tests carried out ,,2022-07-15
CY,Cyprus,Pre-Market,Competent Authority,"Summary of the experience with any similar device manufactured, including length of time on the market and a review of performance related complaints ",,2022-07-15
CY,Cyprus,Pre-Market,Competent Authority,"Details of new or previously untested features of the device including where applicable, functions and principles of operation",,2022-07-15
CY,Cyprus,Pre-Market,Competent Authority,Image of the device ,,2022-07-15
CY,Cyprus,Post-Market,Competent Authority,Aplication form ,Download from webpage,2022-07-15
CY,Cyprus,Post-Market,Competent Authority,A copy of the opinion of the Cyprus National Ethics Committee,,2022-07-15
CY,Cyprus,Post-Market,Competent Authority,Data allowing identification of the device,"(i) Generic Name (ii) Model name (iii) Model Number (i.e. Label, Instruction for Use).",2022-07-15
CY,Cyprus,Post-Market,Competent Authority,A general description of the product  ,,2022-07-15
CY,Cyprus,Post-Market,Competent Authority,CIP,,2022-07-15
CY,Cyprus,Post-Market,Competent Authority,Criteria of patient selection,,2022-07-15
CY,Cyprus,Post-Market,Competent Authority,Number of patient in clinical investigation,,2022-07-15
CY,Cyprus,Post-Market,Competent Authority,"Design drawings and methods of manufacture envisaged, in particular as regards sterilization and diagrams of components, sub assemblies, circuits etc.",May not be submitted but must be available in case the CA wants.,2022-07-15
CY,Cyprus,Post-Market,Competent Authority,The results of the risk analysis & GSPRs analysis,,2022-07-15
CY,Cyprus,Post-Market,Competent Authority,The results of the design calculation and of the inspections and technical tests carried out ,,2022-07-15
CY,Cyprus,Post-Market,Competent Authority,"Summary of the experience with any similar device manufactured, including length of time on the market and a review of performance related complaints ",,2022-07-15
CY,Cyprus,Post-Market,Competent Authority,"Details of new or previously untested features of the device including where applicable, functions and principles of operation",,2022-07-15
CY,Cyprus,Post-Market,Competent Authority,Image of the device ,,2022-07-15
CZ,Czech Republic,Pre-Market,Competent Authority,Investigator's Brochure IB,,2022-07-15
CZ,Czech Republic,Pre-Market,Competent Authority,CIP,,2022-07-15
CZ,Czech Republic,Pre-Market,Competent Authority,Approval of the EC,,2022-07-15
CZ,Czech Republic,Pre-Market,Competent Authority,ICF ,,2022-07-15
CZ,Czech Republic,Pre-Market,Competent Authority,Insurance information,,2022-07-15
CZ,Czech Republic,Pre-Market,Competent Authority,A declaration to the effect whether the medical device contains an active substance or a human blood or plasma derivative as its integral part (if aplicable),,2022-07-15
CZ,Czech Republic,Pre-Market,Competent Authority,A declaration to the effect whether the medical device has been manufactured using tissues of animal origin with a view to the minimisation of risk of transfer of TSE infection to man,,2022-07-15
CZ,Czech Republic,Pre-Market,Competent Authority,A declaration to the effect that the concerned medical device meets the basic requirements governing medical devices in conformity assessment,,2022-07-15
CZ,Czech Republic,Pre-Market,Competent Authority,Label of investigational medical device (in English or in Czech),,2022-07-15
CZ,Czech Republic,Pre-Market,Competent Authority,Extra information,The sponsors established outside the territory of the Czech Republic are highly recommended to consider cooperation with CROs established in the Czech Republic. Such cooperation might contribute to speeding up the processing of applications,2022-07-15
CZ,Czech Republic,Post-Market,Competent Authority,Investigator's Brochure IB,,2022-07-15
CZ,Czech Republic,Post-Market,Competent Authority,CIP,,2022-07-15
CZ,Czech Republic,Post-Market,Competent Authority,Approval of the EC,,2022-07-15
CZ,Czech Republic,Post-Market,Competent Authority,ICF ,,2022-07-15
CZ,Czech Republic,Post-Market,Competent Authority,Insurance information,,2022-07-15
CZ,Czech Republic,Post-Market,Competent Authority,A declaration to the effect whether the medical device contains an active substance or a human blood or plasma derivative as its integral part (if aplicable),,2022-07-15
CZ,Czech Republic,Post-Market,Competent Authority,A declaration to the effect whether the medical device has been manufactured using tissues of animal origin with a view to the minimisation of risk of transfer of TSE infection to man,,2022-07-15
CZ,Czech Republic,Post-Market,Competent Authority,A declaration to the effect that the concerned medical device meets the basic requirements governing medical devices in conformity assessment,,2022-07-15
CZ,Czech Republic,Post-Market,Competent Authority,Label of investigational medical device (in English or in Czech),,2022-07-15
CZ,Czech Republic,Post-Market,Competent Authority,Extra information,The sponsors established outside the territory of the Czech Republic are highly recommended to consider cooperation with CROs established in the Czech Republic. Such cooperation might contribute to speeding up the processing of applications,2022-07-15
DK,Denmark,Pre-Market,Competent Authority,SAME TO BOTH EC & CA,,2022-07-15
DK,Denmark,Pre-Market,Competent Authority,“01.01 Cover letter”,,2022-07-15
DK,Denmark,Pre-Market,Competent Authority,“01.02 Application form”,,2022-07-15
DK,Denmark,Pre-Market,Competent Authority,“02.01 Investigator Brocure”,,2022-07-15
DK,Denmark,Pre-Market,Competent Authority,“02.02 Instruction for use”,,2022-07-15
DK,Denmark,Pre-Market,Competent Authority,“02.03 Checklist for fulfilment of general safety performance requirements”,,2022-07-15
DK,Denmark,Pre-Market,Competent Authority,“03.01 Clinical investigation plan”,,2022-07-15
DK,Denmark,Pre-Market,Competent Authority,Patient information(s) and informed consent form(s),“04.01 Subject information and consent form patients”                                                                           “04.02 Subject information and consent form legal representative”; 04.03 and so on ,2022-07-15
DK,Denmark,Pre-Market,Competent Authority,Statement certifying that the device in question complies with the General safety and performance requirements,“05.01 Statement of compliance”,2022-07-15
DK,Denmark,Pre-Market,Competent Authority,CE certificate ,“05.02 Declaration of conformity”,2022-07-15
DK,Denmark,Pre-Market,Competent Authority,GDPR Data protection ,“06.01 sponsors statement on how to comply with GDPR”; 06.02… ,2022-07-15
DK,Denmark,Pre-Market,Competent Authority,Extra information (See note),Send documents to both EC & CA. ,2022-07-15
DK,Denmark,Pre-Market,Competent Authority,REQUIRED FROM EC,SEE EC EXCEL ,2022-07-15
DK,Denmark,Post-Market,Competent Authority,SAME TO BOTH EC & CA,ONLY SEND IF THE MD IS INVASIVE OR BURDENSOME,2022-07-15
DK,Denmark,Post-Market,Competent Authority,“01.01 Cover letter”,,2022-07-15
DK,Denmark,Post-Market,Competent Authority,“01.02 Application form”,,2022-07-15
DK,Denmark,Post-Market,Competent Authority,“02.01 Investigator Brocure”,,2022-07-15
DK,Denmark,Post-Market,Competent Authority,“02.02 Instruction for use”,,2022-07-15
DK,Denmark,Post-Market,Competent Authority,“02.03 Checklist for fulfilment of general safety performance requirements”,,2022-07-15
DK,Denmark,Post-Market,Competent Authority,“03.01 Clinical investigation plan”,,2022-07-15
DK,Denmark,Post-Market,Competent Authority,Patient information(s) and informed consent form(s),“04.01 Subject information and consent form patients”                                                                           “04.02 Subject information and consent form legal representative”; 04.03 and so on ,2022-07-15
DK,Denmark,Post-Market,Competent Authority,Statement certifying that the device in question complies with the General safety and performance requirements,“05.01 Statement of compliance”,2022-07-15
DK,Denmark,Post-Market,Competent Authority,CE certificate ,“05.02 Declaration of conformity”,2022-07-15
DK,Denmark,Post-Market,Competent Authority,GDPR Data protection ,“06.01 sponsors statement on how to comply with GDPR”; 06.02… ,2022-07-15
DK,Denmark,Post-Market,Competent Authority,Extra information (See note),Send documents to both EC & CA. ,2022-07-15
DK,Denmark,Post-Market,Competent Authority,REQUIRED FROM EC,SEE EC EXCEL ,2022-07-15
DE,Germany,Pre-Market,Competent Authority,Cover Letter,,2022-07-15
DE,Germany,Pre-Market,Competent Authority,Aplication Form,,2022-07-15
DE,Germany,Pre-Market,Competent Authority,IB,,2022-07-15
DE,Germany,Pre-Market,Competent Authority,CIP ,"Version, dated and signed",2022-07-15
DE,Germany,Pre-Market,Competent Authority,Statement from sponsor of fulfilling the GSPRs,,2022-07-15
DE,Germany,Pre-Market,Competent Authority,Opinion of the EC,,2022-07-15
DE,Germany,Pre-Market,Competent Authority,Proof of insurance,,2022-07-15
DE,Germany,Pre-Market,Competent Authority,ICF,,2022-07-15
DE,Germany,Pre-Market,Competent Authority,Data protection (GDPR),"The responsible person in accordance with Article 4 para 7 of the EU General Data Protection Regulation (GDPR) is BfArM Office Cologne, Waisenhausgasse 36-38a, 50676 Cologne, represented by the president Prof. Dr. Karl Broich.
Data protection officer of the responsible perso:  Mr. Arian Mehrpuyan at the following e-mail: datenschutz@bfarm.de",2022-07-15
DE,Germany,Pre-Market,Competent Authority,Technical documentation of the device,,2022-07-15
DE,Germany,Post-Market,Competent Authority,"Note: If the clinical investigation is with a CE-marked medical device, within its intended purpose, is not exposed to any additional invasive or burdensome procedure → EC ONLY.",Looking for the local EC for more informtion. ,2022-07-15
DE,Germany,Post-Market,Competent Authority,"Other cases: undergoing additional invasive or burdensome procedures, or use outside intended purpose → Full submission same as pre- market ",,2022-07-15
EE,Estonia,Pre-Market,Competent Authority,MANDATORY,,2022-07-15
EE,Estonia,Pre-Market,Competent Authority,Cover Letter,,2022-07-15
EE,Estonia,Pre-Market,Competent Authority,Aplication Form ,Download from web,2022-07-15
EE,Estonia,Pre-Market,Competent Authority,IB,Including annexes ,2022-07-15
EE,Estonia,Pre-Market,Competent Authority,CIP,,2022-07-15
EE,Estonia,Pre-Market,Competent Authority,CEP,,2022-07-15
EE,Estonia,Pre-Market,Competent Authority,Synopsis,,2022-07-15
EE,Estonia,Pre-Market,Competent Authority,Statement of conformity,,2022-07-15
EE,Estonia,Pre-Market,Competent Authority,Example of labels,,2022-07-15
EE,Estonia,Pre-Market,Competent Authority,Description of the arrangements to comply with the applicable rules on the protection and confidentiality of personal data/ personal information,,2022-07-15
EE,Estonia,Pre-Market,Competent Authority,List of GSPRs ,,2022-07-15
EE,Estonia,Pre-Market,Competent Authority,AS APLICABLE,,2022-07-15
EE,Estonia,Pre-Market,Competent Authority,Description of the arrangements to comply with the applicable rules on the protection and confidentiality of personal data/ personal information,,2022-07-15
EE,Estonia,Pre-Market,Competent Authority,Risk management,,2022-07-15
EE,Estonia,Pre-Market,Competent Authority,Test reports,,2022-07-15
EE,Estonia,Pre-Market,Competent Authority,Proof of clinical Insurance,,2022-07-15
EE,Estonia,Pre-Market,Competent Authority,Suitability of investigational sites and investigation site team,,2022-07-15
EE,Estonia,Pre-Market,Competent Authority,Manufacturer's IFU,,2022-07-15
EE,Estonia,Pre-Market,Competent Authority,"PI CVs, GCPs",,2022-07-15
EE,Estonia,Pre-Market,Competent Authority,Recruitment procedures,,2022-07-15
EE,Estonia,Pre-Market,Competent Authority,ICF & related documentation,,2022-07-15
EE,Estonia,Pre-Market,Competent Authority,Decisions from other countries,,2022-07-15
EE,Estonia,Pre-Market,Competent Authority,Receipt of state fee,"Beneficiary's name: Ministry of Finance
Account:
SEB Pank EE891010220034796011 (BIC / SWIFT: EEUHEE2X)
Swedbank EE932200221023778606 (BIC / SWIFT: HABAEE2X)
LHV Bank EE777700771003813400 (BIC / SWIFT: LHVBEE22)
Luminor Bank EE701700017001577198 (BIC / SWIFT: NDEAEE2X)

Reference number: 2900083031

 NB! The reference number is mandatory on bank transfer!",2022-07-15
EE,Estonia,Post-Market,Competent Authority,MANDATORY,,2022-07-15
EE,Estonia,Post-Market,Competent Authority,Cover Letter,,2022-07-15
EE,Estonia,Post-Market,Competent Authority,Aplication Form ,Download from web,2022-07-15
EE,Estonia,Post-Market,Competent Authority,IB,Including annexes ,2022-07-15
EE,Estonia,Post-Market,Competent Authority,CIP,,2022-07-15
EE,Estonia,Post-Market,Competent Authority,CEP,,2022-07-15
EE,Estonia,Post-Market,Competent Authority,Synopsis,,2022-07-15
EE,Estonia,Post-Market,Competent Authority,Statement of conformity,,2022-07-15
EE,Estonia,Post-Market,Competent Authority,Example of labels,,2022-07-15
EE,Estonia,Post-Market,Competent Authority,Description of the arrangements to comply with the applicable rules on the protection and confidentiality of personal data/ personal information,,2022-07-15
EE,Estonia,Post-Market,Competent Authority,List of GSPRs ,,2022-07-15
EE,Estonia,Post-Market,Competent Authority,AS APLICABLE,,2022-07-15
EE,Estonia,Post-Market,Competent Authority,Description of the arrangements to comply with the applicable rules on the protection and confidentiality of personal data/ personal information,,2022-07-15
EE,Estonia,Post-Market,Competent Authority,Risk management,,2022-07-15
EE,Estonia,Post-Market,Competent Authority,Test reports,,2022-07-15
EE,Estonia,Post-Market,Competent Authority,Proof of clinical Insurance,,2022-07-15
EE,Estonia,Post-Market,Competent Authority,Suitability of investigational sites and investigation site team,,2022-07-15
EE,Estonia,Post-Market,Competent Authority,Manufacturer's IFU,,2022-07-15
EE,Estonia,Post-Market,Competent Authority,"PI CVs, GCPs",,2022-07-15
EE,Estonia,Post-Market,Competent Authority,Recruitment procedures,,2022-07-15
EE,Estonia,Post-Market,Competent Authority,ICF & related documentation,,2022-07-15
EE,Estonia,Post-Market,Competent Authority,CE certificate,,2022-07-15
EE,Estonia,Post-Market,Competent Authority,Decisions from other countries,,2022-07-15
EE,Estonia,Post-Market,Competent Authority,PMCF Plan,,2022-07-15
EE,Estonia,Post-Market,Competent Authority,Receipt of state fee,"Beneficiary's name: Ministry of Finance
Account:
SEB Pank EE891010220034796011 (BIC / SWIFT: EEUHEE2X)
Swedbank EE932200221023778606 (BIC / SWIFT: HABAEE2X)
LHV Bank EE777700771003813400 (BIC / SWIFT: LHVBEE22)
Luminor Bank EE701700017001577198 (BIC / SWIFT: NDEAEE2X)

Reference number: 2900083031

 NB! The reference number is mandatory on bank transfer!",2022-07-15
ES,Spain,Pre-Market,Competent Authority,Cover Letter ,,2022-07-15
ES,Spain,Pre-Market,Competent Authority,Aplication Form ,,2022-07-15
ES,Spain,Pre-Market,Competent Authority,sponsor’s and manufacturer’s name & contact form,,2022-07-15
ES,Spain,Pre-Market,Competent Authority,Specify that It is the first submission,,2022-07-15
ES,Spain,Pre-Market,Competent Authority,All countries participants (if multicenter/nationals study),,2022-07-15
ES,Spain,Pre-Market,Competent Authority,EUDAMED ID (CIV ID),,2022-07-15
ES,Spain,Pre-Market,Competent Authority,EC opinion (asap),,2022-07-15
ES,Spain,Pre-Market,Competent Authority,CE mark certification,,2022-07-15
ES,Spain,Pre-Market,Competent Authority,CIP,,2022-07-15
ES,Spain,Pre-Market,Competent Authority,IB,,2022-07-15
ES,Spain,Pre-Market,Competent Authority,Proof of Insurance ,,2022-07-15
ES,Spain,Pre-Market,Competent Authority,ICF & Patient information documents,,2022-07-15
