Code,Country,Study,Submission,Documents,Note,Date
AU,Australia,Post-Market,CA,Instruction for sending part 2,This form must be sent to the Therapeutic Goods Administration within 28 days of commencing supply of the goods. Send to: The Medical Advisor Experimental Drugs Section Office of Scientific Evaluation Therapeutic Goods Administration PO Box 100 Woden ACT 2606 Australia,2022-07-03
CN,China,Pre-Market,CA,CIP,Appendix 2 sfda regulation,2022-07-03
CN,China,Pre-Market,CA,Patient information and ICF,,2022-07-03
CN,China,Pre-Market,CA,Technical documents of the product,,2022-07-03
CN,China,Pre-Market,CA,Risk analysis,,2022-07-03
CN,China,Pre-Market,CA,GDPR,,2022-07-03
CN,China,Pre-Market,CA,"PI CV, GCP",,2022-07-03
CN,China,Post-Market,CA,CIP,Appendix 2 sfda regulation,2022-07-03
CN,China,Post-Market,CA,Patient information and ICF,,2022-07-03
CN,China,Post-Market,CA,Technical documents of the product,,2022-07-03
CN,China,Post-Market,CA,Risk analysis,,2022-07-03
CN,China,Post-Market,CA,GDPR,,2022-07-03
CN,China,Post-Market,CA,"PI CV, GCP",,2022-07-03
ID,Indonesia,Pre-Market,CA,Clinical trial protocol,,2022-07-03
ID,Indonesia,Pre-Market,CA,Patient information and ICF,,2022-07-03
ID,Indonesia,Pre-Market,CA,EC Approval,,2022-07-03
ID,Indonesia,Pre-Market,CA,IB,,2022-07-03
ID,Indonesia,Pre-Market,CA,Device information ,,2022-07-03
ID,Indonesia,Pre-Market,CA,"PI Cvs, GCPs",,2022-07-03
ID,Indonesia,Pre-Market,CA,Contract,,2022-07-03
ID,Indonesia,Pre-Market,CA,Proof of insurance,,2022-07-03
ID,Indonesia,Pre-Market,CA,IFU,,2022-07-03
ID,Indonesia,Post-Market,CA,Clinical trial protocol,,2022-07-03
ID,Indonesia,Post-Market,CA,Patient information and ICF,,2022-07-03
ID,Indonesia,Post-Market,CA,EC Approval,,2022-07-03
ID,Indonesia,Post-Market,CA,IB,,2022-07-03
ID,Indonesia,Post-Market,CA,Device information ,,2022-07-03
ID,Indonesia,Post-Market,CA,"PI Cvs, GCPs",,2022-07-03
ID,Indonesia,Post-Market,CA,Contract,,2022-07-03
ID,Indonesia,Post-Market,CA,Proof of insurance,,2022-07-03
ID,Indonesia,Post-Market,CA,IFU,,2022-07-03
IN,India,Pre-Market,CA,Cover Letter,"Indicate sponsor, PI",2022-07-03
IN,India,Pre-Market,CA,Authorization letter from Sponsor,,2022-07-03
IN,India,Pre-Market,CA,Application form,,2022-07-03
IN,India,Pre-Market,CA,CIP,,2022-07-03
IN,India,Pre-Market,CA,Synopsis,,2022-07-03
IN,India,Pre-Market,CA,IB,,2022-07-03
IN,India,Pre-Market,CA,Patient information And ICF,,2022-07-03
IN,India,Pre-Market,CA,Name of participating countries & their CA,For study outside India. Copy of CA approval if available,2022-07-03
IN,India,Pre-Market,CA,declaring that the study has not been discontinued in any country.,For study outside India,2022-07-03
IN,India,Pre-Market,CA,Other EC approval ,If applicable,2022-07-03
IN,India,Pre-Market,CA,GDPR,,2022-07-03
IN,India,Pre-Market,CA,CRF template,,2022-07-03
IN,India,Pre-Market,CA,"PI CV, GCP",,2022-07-03
IN,India,Pre-Market,CA,Proof of insurance,,2022-07-03
IN,India,Pre-Market,CA,Risk & benefits assessment,,2022-07-03
In,Unknown,Post-Market,CA,Cover Letter,"Indicate sponsor, PI",2022-07-03
In,Unknown,Post-Market,CA,Authorization letter from Sponsor,,2022-07-03
In,Unknown,Post-Market,CA,Application form,,2022-07-03
In,Unknown,Post-Market,CA,CIP,,2022-07-03
In,Unknown,Post-Market,CA,Synopsis,,2022-07-03
In,Unknown,Post-Market,CA,IB,,2022-07-03
In,Unknown,Post-Market,CA,Patient information And ICF,,2022-07-03
In,Unknown,Post-Market,CA,Name of participating countries & their CA,For study outside India. Copy of CA approval if available,2022-07-03
In,Unknown,Post-Market,CA,declaring that the study has not been discontinued in any country.,For study outside India,2022-07-03
In,Unknown,Post-Market,CA,Other EC approval ,If applicable,2022-07-03
In,Unknown,Post-Market,CA,GDPR,,2022-07-03
In,Unknown,Post-Market,CA,CRF template,,2022-07-03
In,Unknown,Post-Market,CA,"PI CV, GCP",,2022-07-03
In,Unknown,Post-Market,CA,Proof of insurance,,2022-07-03
In,Unknown,Post-Market,CA,Risk & benefits assessment,,2022-07-03
In,Unknown,Post-Market,CA,CE mark certificate,For PMCF,2022-07-03
In,Unknown,Post-Market,CA,"Summary of phase I, II, III",For PMCF,2022-07-03
JP,Japan,Pre-Market,CA,1.1 Standard business procedure manual,,2022-07-03
JP,Japan,Pre-Market,CA,"1.2 ""Procedures specific to the clinical trial""",,2022-07-03
JP,Japan,Pre-Market,CA,"2.1 Clinical trial implementation system; 2.2 Medical specialists; 2.3 ""Clinical trial coordinator and
Clinical Trial Coordination Committee
(if it applies)""; 2.4 ""Development contract research organization, etc. (if it applies)""",,2022-07-03
JP,Japan,Pre-Market,CA,3.1 CIP,,2022-07-03
JP,Japan,Pre-Market,CA,3.2 CRF,,2022-07-03
JP,Japan,Pre-Market,CA,4.1 Clinical trial equipment summary,,2022-07-03
JP,Japan,Pre-Market,CA,5.1 Patient information & ICF,,2022-07-03
JP,Japan,Pre-Market,CA,5.2 Compensation (if applicable),,2022-07-03
JP,Japan,Pre-Market,CA,6. Notification documents,AE reports,2022-07-03
JP,Japan,Pre-Market,CA,7. Documents on compensation measures for health damage,,2022-07-03
JP,Japan,Pre-Market,CA,8. Management of clinical trial equipment,,2022-07-03
JP,Japan,Pre-Market,CA,9. Records regarding the Effectiveness and Safety Evaluation Committee (if applicable),,2022-07-03
JP,Japan,Pre-Market,CA,10 Data management,,2022-07-03
JP,Japan,Pre-Market,CA,11 Statistical analysis,,2022-07-03
JP,Japan,Pre-Market,CA,12. Summary report,,2022-07-03
JP,Japan,Pre-Market,CA,13.1 Selection record,,2022-07-03
JP,Japan,Pre-Market,CA,"13.2 Resume of investigator, etc.",,2022-07-03
JP,Japan,Pre-Market,CA,"13.3 ""List of investigators and collaborators""",,2022-07-03
JP,Japan,Pre-Market,CA,13.4 Signature / Imprint List,,2022-07-03
JP,Japan,Pre-Market,CA,13.5 Agreement document,,2022-07-03
JP,Japan,Pre-Market,CA,13.6 Consent Explanatory Document,,2022-07-03
JP,Japan,Pre-Market,CA,13.7 Clinical Trial Request Form,,2022-07-03
JP,Japan,Pre-Market,CA,13.8 IRB Approval Document,,2022-07-03
JP,Japan,Pre-Market,CA,13.9 Change application,,2022-07-03
JP,Japan,Pre-Market,CA,13.10 Contract,,2022-07-03
JP,Japan,Pre-Market,CA,"13.11 ""Storage and management records of clinical trial equipment (copy)""",,2022-07-03
JP,Japan,Pre-Market,CA,"13.12 ""Clinical Trial Equipment Delivery and Handling Record""",,2022-07-03
JP,Japan,Pre-Market,CA,13.13 Case report,,2022-07-03
JP,Japan,Pre-Market,CA,"13.14 ""Serious adverse events and",,2022-07-03
JP,Japan,Pre-Market,CA,"Report on bugs """,,2022-07-03
JP,Japan,Pre-Market,CA,"13.15 ""Record of deviation from clinical trial protocol""",,2022-07-03
JP,Japan,Pre-Market,CA,"13.16 ""Safety Notice / Report Document""",,2022-07-03
JP,Japan,Pre-Market,CA,"13.17 ""Clinical Trial Completion Notification Document from the Director of the Conducting Medical Institution""",,2022-07-03
JP,Japan,Pre-Market,CA,13.18 Monitoring Report,,2022-07-03
JP,Japan,Pre-Market,CA,"13.19 ""Records that guarantee quality control, etc. at inspection agencies (if applicable)""",,2022-07-03
JP,Japan,Pre-Market,CA,14. Audit plan ,,2022-07-03
JP,Japan,Post-Market,CA,1.1 Standard business procedure manual,,2022-07-03
JP,Japan,Post-Market,CA,"1.2 ""Procedures specific to the clinical trial""",,2022-07-03
JP,Japan,Post-Market,CA,"2.1 Clinical trial implementation system; 2.2 Medical specialists; 2.3 ""Clinical trial coordinator and
Clinical Trial Coordination Committee
(if it applies)""; 2.4 ""Development contract research organization, etc. (if it applies)""",,2022-07-03
JP,Japan,Post-Market,CA,3.1 CIP,,2022-07-03
JP,Japan,Post-Market,CA,3.2 CRF,,2022-07-03
JP,Japan,Post-Market,CA,4.1 Clinical trial equipment summary,,2022-07-03
JP,Japan,Post-Market,CA,5.1 Patient information & ICF,,2022-07-03
JP,Japan,Post-Market,CA,5.2 Compensation (if applicable),,2022-07-03
JP,Japan,Post-Market,CA,6. Notification documents,AE reports,2022-07-03
JP,Japan,Post-Market,CA,7. Documents on compensation measures for health damage,,2022-07-03
JP,Japan,Post-Market,CA,8. Management of clinical trial equipment,,2022-07-03
JP,Japan,Post-Market,CA,9. Records regarding the Effectiveness and Safety Evaluation Committee (if applicable),,2022-07-03
JP,Japan,Post-Market,CA,10 Data management,,2022-07-03
JP,Japan,Post-Market,CA,11 Statistical analysis,,2022-07-03
JP,Japan,Post-Market,CA,12. Summary report,,2022-07-03
JP,Japan,Post-Market,CA,13.1 Selection record,,2022-07-03
JP,Japan,Post-Market,CA,"13.2 Resume of investigator, etc.",,2022-07-03
JP,Japan,Post-Market,CA,"13.3 ""List of investigators and collaborators""",,2022-07-03
JP,Japan,Post-Market,CA,13.4 Signature / Imprint List,,2022-07-03
JP,Japan,Post-Market,CA,13.5 Agreement document,,2022-07-03
JP,Japan,Post-Market,CA,13.6 Consent Explanatory Document,,2022-07-03
JP,Japan,Post-Market,CA,13.7 Clinical Trial Request Form,,2022-07-03
JP,Japan,Post-Market,CA,13.8 IRB Approval Document,,2022-07-03
JP,Japan,Post-Market,CA,13.9 Change application,,2022-07-03
JP,Japan,Post-Market,CA,13.10 Contract,,2022-07-03
JP,Japan,Post-Market,CA,"13.11 ""Storage and management records of clinical trial equipment (copy)""",,2022-07-03
JP,Japan,Post-Market,CA,"13.12 ""Clinical Trial Equipment Delivery and Handling Record""",,2022-07-03
JP,Japan,Post-Market,CA,13.13 Case report,,2022-07-03
JP,Japan,Post-Market,CA,"13.14 ""Serious adverse events and",,2022-07-03
JP,Japan,Post-Market,CA,"Report on bugs """,,2022-07-03
JP,Japan,Post-Market,CA,"13.15 ""Record of deviation from clinical trial protocol""",,2022-07-03
JP,Japan,Post-Market,CA,"13.16 ""Safety Notice / Report Document""",,2022-07-03
JP,Japan,Post-Market,CA,"13.17 ""Clinical Trial Completion Notification Document from the Director of the Conducting Medical Institution""",,2022-07-03
JP,Japan,Post-Market,CA,13.18 Monitoring Report,,2022-07-03
JP,Japan,Post-Market,CA,"13.19 ""Records that guarantee quality control, etc. at inspection agencies (if applicable)""",,2022-07-03
JP,Japan,Post-Market,CA,14. Audit plan ,,2022-07-03
KR,Republic of  Korea,Pre-Market,CA,Cover Letter,,2022-07-03
KR,Republic of  Korea,Pre-Market,CA,CIP,,2022-07-03
KR,Republic of  Korea,Pre-Market,CA,IB,,2022-07-03
KR,Republic of  Korea,Pre-Market,CA,Patient information and ICF,,2022-07-03
KR,Republic of  Korea,Pre-Market,CA,Information on the finance,Contracts,2022-07-03
KR,Republic of  Korea,Pre-Market,CA,Compensation to subjects,If applicable,2022-07-03
KR,Republic of  Korea,Pre-Market,CA,Proof of insurance,,2022-07-03
KR,Republic of  Korea,Pre-Market,CA,EC Approval ,,2022-07-03
KR,Republic of  Korea,Pre-Market,CA,"PI CV, GCP",,2022-07-03
KR,Republic of  Korea,Pre-Market,CA,Normal lab ranges,If applicable,2022-07-03
KR,Republic of  Korea,Pre-Market,CA,Sample of labeling,,2022-07-03
KR,Republic of  Korea,Post-Market,CA,Cover Letter,,2022-07-03
KR,Republic of  Korea,Post-Market,CA,CIP,,2022-07-03
KR,Republic of  Korea,Post-Market,CA,IB,,2022-07-03
KR,Republic of  Korea,Post-Market,CA,Patient information and ICF,,2022-07-03
KR,Republic of  Korea,Post-Market,CA,Information on the finance,Contracts,2022-07-03
KR,Republic of  Korea,Post-Market,CA,Compensation to subjects,If applicable,2022-07-03
KR,Republic of  Korea,Post-Market,CA,Proof of insurance,,2022-07-03
KR,Republic of  Korea,Post-Market,CA,EC Approval ,,2022-07-03
KR,Republic of  Korea,Post-Market,CA,"PI CV, GCP",,2022-07-03
KR,Republic of  Korea,Post-Market,CA,Normal lab ranges,If applicable,2022-07-03
KR,Republic of  Korea,Post-Market,CA,Sample of labeling,,2022-07-03
MY,Malaysia,Pre-Market,CA,Application Form,From the guidance document,2022-07-03
MY,Malaysia,Pre-Market,CA,CIP ,,2022-07-03
MY,Malaysia,Pre-Market,CA,ICF ,,2022-07-03
MY,Malaysia,Pre-Market,CA,Sample of device packaging label,,2022-07-03
MY,Malaysia,Pre-Market,CA,EC approval Letter,,2022-07-03
MY,Malaysia,Post-Market,CA,Application Form,From the guidance document,2022-07-03
MY,Malaysia,Post-Market,CA,CIP ,,2022-07-03
MY,Malaysia,Post-Market,CA,ICF ,,2022-07-03
MY,Malaysia,Post-Market,CA,Sample of device packaging label,,2022-07-03
MY,Malaysia,Post-Market,CA,EC approval Letter,,2022-07-03
NZ,New Zealand,Pre-Market,CA,"PI Cvs, GCPs. All teams",,2022-07-03
NZ,New Zealand,Pre-Market,CA,GMP certification for manufacturer,,2022-07-03
NZ,New Zealand,Pre-Market,CA,Signed ICF,,2022-07-03
NZ,New Zealand,Pre-Market,CA,Protocols,Signed and Dated,2022-07-03
NZ,New Zealand,Pre-Market,CA,IB,,2022-07-03
NZ,New Zealand,Pre-Market,CA,Labelling sample,,2022-07-03
NZ,New Zealand,Post-Market,CA,"PI Cvs, GCPs. All teams",,2022-07-03
NZ,New Zealand,Post-Market,CA,GMP certification for manufacturer,,2022-07-03
NZ,New Zealand,Post-Market,CA,Signed ICF,,2022-07-03
NZ,New Zealand,Post-Market,CA,Protocols,Signed and Dated,2022-07-03
NZ,New Zealand,Post-Market,CA,IB,,2022-07-03
NZ,New Zealand,Post-Market,CA,Labelling sample,,2022-07-03
PH,Philippines,Pre-Market,CA,Application Form,Annex G or H of the document,2022-07-03
PH,Philippines,Pre-Market,CA,Proof of payment,,2022-07-03
PH,Philippines,Pre-Market,CA,Copy of Letter of authorization,,2022-07-03
PH,Philippines,Pre-Market,CA,"A government - issued certificate attesting to the status of the Manufacturer with regard to the competence and reliability of the personnel and facilities,",,2022-07-03
PH,Philippines,Pre-Market,CA,Certificate of Product Registration,For imported product,2022-07-03
PH,Philippines,Pre-Market,CA,Colored picture of the device from all sides,,2022-07-03
PH,Philippines,Pre-Market,CA,Device description,All class of MD,2022-07-03
PH,Philippines,Pre-Market,CA,CE marking ,(if applicable),2022-07-03
PH,Philippines,Pre-Market,CA,Labelling example,All class of MD,2022-07-03
PH,Philippines,Pre-Market,CA,Executive summary,"Class B, C, D",2022-07-03
PH,Philippines,Pre-Market,CA,"Relevant essential principles and method/s used to demonstrate conformity,",If applicable. Annex K,2022-07-03
PH,Philippines,Pre-Market,CA,Summary ofDesign Verification and Validation Documents:,"Class B, C, D",2022-07-03
PH,Philippines,Pre-Market,CA,Risk analysis,"Class B, C, D",2022-07-03
PH,Philippines,Pre-Market,CA,Physical Manufacturer information,"Class B, C, D",2022-07-03
PH,Philippines,Post-Market,CA,Application Form,Annex G or H of the document,2022-07-03
PH,Philippines,Post-Market,CA,Proof of payment,,2022-07-03
PH,Philippines,Post-Market,CA,Copy of Letter of authorization,,2022-07-03
PH,Philippines,Post-Market,CA,"A government - issued certificate attesting to the status of the Manufacturer with regard to the competence and reliability of the personnel and facilities,",,2022-07-03
PH,Philippines,Post-Market,CA,Certificate of Product Registration,For imported product,2022-07-03
PH,Philippines,Post-Market,CA,Colored picture of the device from all sides,,2022-07-03
PH,Philippines,Post-Market,CA,Device description,All class of MD,2022-07-03
PH,Philippines,Post-Market,CA,CE marking ,(if applicable),2022-07-03
PH,Philippines,Post-Market,CA,Labelling example,All class of MD,2022-07-03
PH,Philippines,Post-Market,CA,Executive summary,"Class B, C, D",2022-07-03
PH,Philippines,Post-Market,CA,"Relevant essential principles and method/s used to demonstrate conformity,",If applicable. Annex K,2022-07-03
PH,Philippines,Post-Market,CA,Summary ofDesign Verification and Validation Documents:,"Class B, C, D",2022-07-03
PH,Philippines,Post-Market,CA,Risk analysis,"Class B, C, D",2022-07-03
PH,Philippines,Post-Market,CA,Physical Manufacturer information,"Class B, C, D",2022-07-03
SA,Saudi Arabia,Pre-Market,CA,Application form,See Annex (1-A)/(1-B),2022-07-03
SA,Saudi Arabia,Pre-Market,CA,Labelling of Medical device,Device is intended to be used exclusively for conducting the clinical trial.,2022-07-03
SA,Saudi Arabia,Pre-Market,CA,rf,Signed & dated,2022-07-03
SA,Saudi Arabia,Pre-Market,CA,Agreements between sponsor vs CRO,Signed & dated,2022-07-03
SA,Saudi Arabia,Pre-Market,CA,Local EC approval letter,,2022-07-03
SA,Saudi Arabia,Pre-Market,CA,CIP,Lastest version approved by EC,2022-07-03
SA,Saudi Arabia,Pre-Market,CA,IB,Pre-market only,2022-07-03
SA,Saudi Arabia,Pre-Market,CA,Patient information & ICF,In Arabic & English,2022-07-03
SA,Saudi Arabia,Pre-Market,CA,Proof of insurance,Only for interventional study,2022-07-03
SA,Saudi Arabia,Pre-Market,CA,PI CV & GCP,,2022-07-03
SA,Saudi Arabia,Pre-Market,CA,Disclosure of Principal Investigator Conflict of Interests,Signed by the PI,2022-07-03
SA,Saudi Arabia,Pre-Market,CA,Authorized representative (AR) licence,It is only required for sponsors located outside KSA.,2022-07-03
SA,Saudi Arabia,Pre-Market,CA,CRO establishment licence,If the CRO is contracted by sponsor,2022-07-03
SA,Saudi Arabia,Post-Market,CA,Application form,See Annex (1-A)/(1-B),2022-07-03
SA,Saudi Arabia,Post-Market,CA,Labelling of Medical device,Device is intended to be used exclusively for conducting the clinical trial.,2022-07-03
SA,Saudi Arabia,Post-Market,CA,Agreements between sponsor vs PI/site,Signed & dated,2022-07-03
SA,Saudi Arabia,Post-Market,CA,Agreements between sponsor vs CRO,Signed & dated,2022-07-03
SA,Saudi Arabia,Post-Market,CA,Local EC approval letter,,2022-07-03
SA,Saudi Arabia,Post-Market,CA,CIP,Lastest version approved by EC,2022-07-03
SA,Saudi Arabia,Post-Market,CA,Patient information & ICF,In Arabic & English,2022-07-03
SA,Saudi Arabia,Post-Market,CA,Proof of insurance,Only for interventional study,2022-07-03
SA,Saudi Arabia,Post-Market,CA,PI CV & GCP,,2022-07-03
SA,Saudi Arabia,Post-Market,CA,Disclosure of Principal Investigator Conflict of Interests,Signed by the PI,2022-07-03
SA,Saudi Arabia,Post-Market,CA,Authorized representative (AR) licence,It is only required for sponsors located outside KSA.,2022-07-03
SA,Saudi Arabia,Post-Market,CA,CRO establishment licence,If the CRO is contracted by sponsor,2022-07-03
TH,Thailand,Pre-Market,CA,Cover Letter ,,2022-07-03
TH,Thailand,Pre-Market,CA,Checklists and Attached Documents for Application Import License of the product. ,Document name: Nor Yor Mor 1,2022-07-03
TH,Thailand,Pre-Market,CA,CIP,English or Thai,2022-07-03
TH,Thailand,Pre-Market,CA,Synopsis,Thai language,2022-07-03
TH,Thailand,Pre-Market,CA,IB (for not CE-mark MD),,2022-07-03
TH,Thailand,Pre-Market,CA,Patient information and ICF ,Thai language,2022-07-03
TH,Thailand,Pre-Market,CA,EC approval ,EC review must be submitted to the Thai FDA no later than 15 days after the authorized person receives this decision,2022-07-03
TH,Thailand,Pre-Market,CA,Power of attorney statement,"Foreign manufacturers have three possibilities to register their medical device in Thailand:
Set up a legal subsidiary entity
Appoint a local distributor
Appoint an independent third party",2022-07-03
TH,Thailand,Pre-Market,CA,"PI CV, GCP",,2022-07-03
TH,Thailand,Post-Market,CA,Cover Letter ,,2022-07-03
TH,Thailand,Post-Market,CA,Checklists and Attached Documents for Application Import License of the product. ,Document name: Nor Yor Mor 1,2022-07-03
TH,Thailand,Post-Market,CA,CIP,English or Thai,2022-07-03
TH,Thailand,Post-Market,CA,Synopsis,Thai language,2022-07-03
TH,Thailand,Post-Market,CA,IB (for not CE-mark MD),,2022-07-03
TH,Thailand,Post-Market,CA,Patient information and ICF ,Thai language,2022-07-03
TH,Thailand,Post-Market,CA,EC approval ,EC review must be submitted to the Thai FDA no later than 15 days after the authorized person receives this decision,2022-07-03
TH,Thailand,Post-Market,CA,Power of attorney statement,"Foreign manufacturers have three possibilities to register their medical device in Thailand:
Set up a legal subsidiary entity
Appoint a local distributor
Appoint an independent third party",2022-07-03
TH,Thailand,Post-Market,CA,"PI CV, GCP",,2022-07-03
VN,Viet Nam,Pre-Market,CA,Process same as EC,See EC submission for VN,2022-07-03
VN,Viet Nam,Post-Market,CA,Process same as EC,See EC submission for VN,2022-07-03
AE,United Arab Emirates,Pre-Market,CA,Cover Letter on headed paper,Addressed by Principal Investigator to Dubai Scientific research Ethics Committee),2022-07-03
AE,United Arab Emirates,Pre-Market,CA,Application form,Download from webpage,2022-07-03
AE,United Arab Emirates,Pre-Market,CA,CIP & all curents admendments,,2022-07-03
AE,United Arab Emirates,Pre-Market,CA,Synopsis ,in EN,2022-07-03
AE,United Arab Emirates,Pre-Market,CA,CRF,,2022-07-03
AE,United Arab Emirates,Pre-Market,CA,IB,,2022-07-03
AE,United Arab Emirates,Pre-Market,CA,PI have to obtain HOD signature,If multicenter study,2022-07-03
AE,United Arab Emirates,Pre-Market,CA,Approval from Head of Department and CEO of hospital,If study is conduct in Dubai Hospitals. contact Dubai Hospital Professional Development Office DHPDO@dha.gov.ae to know more.,2022-07-03
AE,United Arab Emirates,Pre-Market,CA,Approval is required to be obtained from Director of Primary health Care Centers,If Study is conducting at DHA Primary health Care Centers. Contact PHCC Professional Development Office.,2022-07-03
AE,United Arab Emirates,Pre-Market,CA,CIP,,2022-07-03
AE,United Arab Emirates,Pre-Market,CA,Synopsis,,2022-07-03
AE,United Arab Emirates,Pre-Market,CA,Patient Information and Informed Consent,EN & ARABIC. Template available ,2022-07-03
AE,United Arab Emirates,Pre-Market,CA,All Data collection Forms,"Patient diary, cards, questionnaires …",2022-07-03
AE,United Arab Emirates,Pre-Market,CA,Budget plan,,2022-07-03
AE,United Arab Emirates,Pre-Market,CA,Financial Disclosure of Principal Investigator.,,2022-07-03
AE,United Arab Emirates,Pre-Market,CA,Agreements between parties,to be digned by the PI,2022-07-03
AE,United Arab Emirates,Pre-Market,CA,"PI CV, GCP",,2022-07-03
AE,United Arab Emirates,Pre-Market,CA,Proof of insurance ,,2022-07-03
AE,United Arab Emirates,Pre-Market,CA,Payment ,,2022-07-03
AE,United Arab Emirates,Post-Market,CA,Cover Letter on headed paper,Addressed by Principal Investigator to Dubai Scientific research Ethics Committee),2022-07-03
AE,United Arab Emirates,Post-Market,CA,Application form,Download from webpage,2022-07-03
AE,United Arab Emirates,Post-Market,CA,CIP & all curents admendments,,2022-07-03
AE,United Arab Emirates,Post-Market,CA,Synopsis ,in EN,2022-07-03
AE,United Arab Emirates,Post-Market,CA,CRF,,2022-07-03
AE,United Arab Emirates,Post-Market,CA,IB,,2022-07-03
AE,United Arab Emirates,Post-Market,CA,PI have to obtain HOD signature,If multicenter study,2022-07-03
AE,United Arab Emirates,Post-Market,CA,Approval from Head of Department and CEO of hospital,If study is conduct in Dubai Hospitals. contact Dubai Hospital Professional Development Office DHPDO@dha.gov.ae to know more.,2022-07-03
AE,United Arab Emirates,Post-Market,CA,Approval is required to be obtained from Director of Primary health Care Centers,If Study is conducting at DHA Primary health Care Centers. Contact PHCC Professional Development Office.,2022-07-03
AE,United Arab Emirates,Post-Market,CA,CIP,,2022-07-03
AE,United Arab Emirates,Post-Market,CA,Synopsis,,2022-07-03
AE,United Arab Emirates,Post-Market,CA,Patient Information and Informed Consent,EN & ARABIC. Template available ,2022-07-03
