Code,Country,Study,Submission,Documents,Note,Date
BW,Botswana,Pre-Market,Ethics Committee,Proof of insurance,,2022-07-15
BW,Botswana,Pre-Market,Ethics Committee,Recruiment plan,,2022-07-15
BW,Botswana,Pre-Market,Ethics Committee,Financial declaration ,,2022-07-15
BW,Botswana,Post-Market,Ethics Committee,Cover Letter,,2022-07-15
BW,Botswana,Post-Market,Ethics Committee,Fully completed application,Section 1-3,2022-07-15
BW,Botswana,Post-Market,Ethics Committee,Research protocol,,2022-07-15
BW,Botswana,Post-Market,Ethics Committee,IB,,2022-07-15
BW,Botswana,Post-Market,Ethics Committee,Patient information and ICF,Presented inside protocol,2022-07-15
BW,Botswana,Post-Market,Ethics Committee,Patient questionnaires,Presented inside protocol,2022-07-15
BW,Botswana,Post-Market,Ethics Committee,"PI CV, GCP",,2022-07-15
BW,Botswana,Post-Market,Ethics Committee,"Other team members CV, GCP",,2022-07-15
BW,Botswana,Post-Market,Ethics Committee,CE mark certificate,,2022-07-15
BW,Botswana,Post-Market,Ethics Committee,Proof of insurance,,2022-07-15
BW,Botswana,Post-Market,Ethics Committee,Recruiment plan,,2022-07-15
BW,Botswana,Post-Market,Ethics Committee,Financial declaration ,,2022-07-15
CD,Democratic Republic of Congo,Pre-Market,Ethics Committee,Application Form,,2022-07-15
CD,Democratic Republic of Congo,Pre-Market,Ethics Committee,Research protocol,,2022-07-15
CD,Democratic Republic of Congo,Pre-Market,Ethics Committee,Synopsis,,2022-07-15
CD,Democratic Republic of Congo,Pre-Market,Ethics Committee,IB,,2022-07-15
CD,Democratic Republic of Congo,Pre-Market,Ethics Committee,"PI CV, GCP",,2022-07-15
CD,Democratic Republic of Congo,Pre-Market,Ethics Committee,Recruiment plan,,2022-07-15
CD,Democratic Republic of Congo,Pre-Market,Ethics Committee,Patient information and ICF,Local language,2022-07-15
CD,Democratic Republic of Congo,Pre-Market,Ethics Committee,Compensation to subject,If applicable,2022-07-15
CD,Democratic Republic of Congo,Pre-Market,Ethics Committee,Proof of insurance,in French,2022-07-15
CD,Democratic Republic of Congo,Pre-Market,Ethics Committee,Declaration of the PI to respect Ethic principles,,2022-07-15
CD,Democratic Republic of Congo,Pre-Market,Ethics Committee,Other EC/CA approvals,If applicable,2022-07-15
CD,Democratic Republic of Congo,Pre-Market,Ethics Committee,Establishment of Monitoring Board (DSMB),,2022-07-15
CD,Democratic Republic of Congo,Post-Market,Ethics Committee,Application Form,,2022-07-15
CD,Democratic Republic of Congo,Post-Market,Ethics Committee,Research protocol,,2022-07-15
CD,Democratic Republic of Congo,Post-Market,Ethics Committee,Synopsis,,2022-07-15
CD,Democratic Republic of Congo,Post-Market,Ethics Committee,IB,,2022-07-15
CD,Democratic Republic of Congo,Post-Market,Ethics Committee,"PI CV, GCP",,2022-07-15
CD,Democratic Republic of Congo,Post-Market,Ethics Committee,Recruiment plan,,2022-07-15
CD,Democratic Republic of Congo,Post-Market,Ethics Committee,Patient information and ICF,Local language,2022-07-15
CD,Democratic Republic of Congo,Post-Market,Ethics Committee,Compensation to subject,If applicable,2022-07-15
CD,Democratic Republic of Congo,Post-Market,Ethics Committee,Proof of insurance,in French,2022-07-15
CD,Democratic Republic of Congo,Post-Market,Ethics Committee,Declaration of the PI to respect Ethic principles,,2022-07-15
CD,Democratic Republic of Congo,Post-Market,Ethics Committee,Other EC/CA approvals,If applicable,2022-07-15
CD,Democratic Republic of Congo,Post-Market,Ethics Committee,CE mark certificate,,2022-07-15
EG,Egypt,Pre-Market,Ethics Committee,Cover Letter,,2022-07-15
EG,Egypt,Pre-Market,Ethics Committee,Application Form,,2022-07-15
EG,Egypt,Pre-Market,Ethics Committee,CIP,,2022-07-15
EG,Egypt,Pre-Market,Ethics Committee,IB,,2022-07-15
EG,Egypt,Pre-Market,Ethics Committee,Patient information and ICF,Template in local ethics committee webpage. In Arabic,2022-07-15
EG,Egypt,Pre-Market,Ethics Committee,Recruiment plan,,2022-07-15
EG,Egypt,Pre-Market,Ethics Committee,"PI CV, GCP",,2022-07-15
EG,Egypt,Pre-Market,Ethics Committee,Timeline of the study,,2022-07-15
EG,Egypt,Pre-Market,Ethics Committee,all questionnaires used in the study,,2022-07-15
EG,Egypt,Pre-Market,Ethics Committee,PI statement of comply with ethical principles and legal requirements. ,,2022-07-15
EG,Egypt,Post-Market,Ethics Committee,Cover Letter,,2022-07-15
EG,Egypt,Post-Market,Ethics Committee,Application Form,,2022-07-15
EG,Egypt,Post-Market,Ethics Committee,CIP,,2022-07-15
EG,Egypt,Post-Market,Ethics Committee,IB,,2022-07-15
EG,Egypt,Post-Market,Ethics Committee,Patient information and ICF,Template in local ethics committee webpage. In Arabic,2022-07-15
EG,Egypt,Post-Market,Ethics Committee,Recruiment plan,,2022-07-15
EG,Egypt,Post-Market,Ethics Committee,"PI CV, GCP",,2022-07-15
EG,Egypt,Post-Market,Ethics Committee,Timeline of the study,,2022-07-15
EG,Egypt,Post-Market,Ethics Committee,all questionnaires used in the study,,2022-07-15
EG,Egypt,Post-Market,Ethics Committee,PI statement of comply with ethical principles and legal requirements. ,,2022-07-15
IL,Israel,Pre-Market,Ethics Committee,Cover Letter,,2022-07-15
IL,Israel,Pre-Market,Ethics Committee,Application Form,Form 1B (https://www.gov.il/he/departments/guides/protocol-of-medical-research-involving-human-subjects?chapterIndex=4),2022-07-15
IL,Israel,Pre-Market,Ethics Committee,CIP,Version and Dated,2022-07-15
IL,Israel,Pre-Market,Ethics Committee,Synopsis ,In Hebrew,2022-07-15
IL,Israel,Pre-Market,Ethics Committee,Patient information and ICF,Adult Form 2; Parents of a Minor Form 3.1; Guardian ICF  Form 3.2,2022-07-15
IL,Israel,Pre-Market,Ethics Committee,IB,,2022-07-15
IL,Israel,Pre-Market,Ethics Committee,Product registration,if applicable,2022-07-15
IL,Israel,Pre-Market,Ethics Committee,Entrepreneur commitment form,Form 4,2022-07-15
IL,Israel,Pre-Market,Ethics Committee,Entrepreneur Questionnaire,"Form 5. The questionnaire is found in Appendix 2 to Procedure 14 , Chapter 3. ",2022-07-15
IL,Israel,Pre-Market,Ethics Committee,Letter to the attending physician in the community,Form 11,2022-07-15
IL,Israel,Pre-Market,Ethics Committee,Submission document declaration form (checklist),Form 9,2022-07-15
IL,Israel,Pre-Market,Ethics Committee,Meeting calendar ,https://www.gov.il/he/Departments/General/clinical-trials-medical-devices,2022-07-15
IL,Israel,Post-Market,Ethics Committee,Cover Letter,,2022-07-15
IL,Israel,Post-Market,Ethics Committee,Application Form,Form 1B (https://www.gov.il/he/departments/guides/protocol-of-medical-research-involving-human-subjects?chapterIndex=4),2022-07-15
IL,Israel,Post-Market,Ethics Committee,CIP,Version and Dated,2022-07-15
IL,Israel,Post-Market,Ethics Committee,Synopsis ,In Hebrew,2022-07-15
IL,Israel,Post-Market,Ethics Committee,Patient information and ICF,Adult Form 2; Parents of a Minor Form 3.1; Guardian ICF  Form 3.2,2022-07-15
IL,Israel,Post-Market,Ethics Committee,IB,,2022-07-15
IL,Israel,Post-Market,Ethics Committee,Product registration/CE mark,CE mark compulsory,2022-07-15
IL,Israel,Post-Market,Ethics Committee,Entrepreneur commitment form,Form 4,2022-07-15
IL,Israel,Post-Market,Ethics Committee,Entrepreneur Questionnaire,"Form 5. The questionnaire is found in Appendix 2 to Procedure 14 , Chapter 3. ",2022-07-15
IL,Israel,Post-Market,Ethics Committee,Letter to the attending physician in the community,Form 11,2022-07-15
IL,Israel,Post-Market,Ethics Committee,Submission document declaration form (checklist),Form 9,2022-07-15
IL,Israel,Post-Market,Ethics Committee,Meeting calendar ,https://www.gov.il/he/Departments/General/clinical-trials-medical-devices,2022-07-15
KW,Kuwait,Pre-Market,Ethics Committee,Complete Application Form ,,2022-07-15
KW,Kuwait,Pre-Market,Ethics Committee,Research Protocol,,2022-07-15
KW,Kuwait,Pre-Market,Ethics Committee,Synopsis,,2022-07-15
KW,Kuwait,Pre-Market,Ethics Committee,Ethics approval from collaborative institutions ,If Applicable,2022-07-15
KW,Kuwait,Pre-Market,Ethics Committee,"PI CV, GCP",,2022-07-15
KW,Kuwait,Pre-Market,Ethics Committee,PI proof of online ethics training (certificate),,2022-07-15
KW,Kuwait,Pre-Market,Ethics Committee,Patient information & ICF,,2022-07-15
KW,Kuwait,Pre-Market,Ethics Committee,"Questionnaires, surveys documents",,2022-07-15
KW,Kuwait,Pre-Market,Ethics Committee,Recruiment plan,,2022-07-15
KW,Kuwait,Pre-Market,Ethics Committee,Data protection,,2022-07-15
KW,Kuwait,Post-Market,Ethics Committee,Complete Application Form ,,2022-07-15
KW,Kuwait,Post-Market,Ethics Committee,Research Protocol,,2022-07-15
KW,Kuwait,Post-Market,Ethics Committee,Synopsis,,2022-07-15
KW,Kuwait,Post-Market,Ethics Committee,Ethics approval from collaborative institutions ,If Applicable,2022-07-15
KW,Kuwait,Post-Market,Ethics Committee,"PI CV, GCP",,2022-07-15
KW,Kuwait,Post-Market,Ethics Committee,PI proof of online ethics training (certificate),,2022-07-15
KW,Kuwait,Post-Market,Ethics Committee,Patient information & ICF,,2022-07-15
KW,Kuwait,Post-Market,Ethics Committee,"Questionnaires, surveys documents",,2022-07-15
KW,Kuwait,Post-Market,Ethics Committee,Recruiment plan,,2022-07-15
KW,Kuwait,Post-Market,Ethics Committee,Data protection,,2022-07-15
KW,Kuwait,Post-Market,Ethics Committee,CE mark & other documents ,,2022-07-15
LB,Lebanon,Pre-Market,Ethics Committee,Investigator’s submission letter,,2022-07-15
LB,Lebanon,Pre-Market,Ethics Committee,Trial CTA form,,2022-07-15
LB,Lebanon,Pre-Market,Ethics Committee,Research Protocol,Latest version. In English or French,2022-07-15
LB,Lebanon,Pre-Market,Ethics Committee,Subject information and ICF,Arabic and (English or French),2022-07-15
LB,Lebanon,Pre-Market,Ethics Committee,CRF,In English or French,2022-07-15
LB,Lebanon,Pre-Market,Ethics Committee,Patient card,Arabic ,2022-07-15
LB,Lebanon,Pre-Market,Ethics Committee,Recruiment plan,,2022-07-15
LB,Lebanon,Pre-Market,Ethics Committee,IB,,2022-07-15
LB,Lebanon,Pre-Market,Ethics Committee,Proof of insurance,,2022-07-15
LB,Lebanon,Pre-Market,Ethics Committee,"PI CV, GCP",,2022-07-15
LB,Lebanon,Pre-Market,Ethics Committee,,https://www.aub.edu.lb/fm/shbpp/Documents/MCEC-Handbook.pdf,2022-07-15
LB,Lebanon,Post-Market,Ethics Committee,Investigator’s submission letter,,2022-07-15
LB,Lebanon,Post-Market,Ethics Committee,Trial CTA form,,2022-07-15
LB,Lebanon,Post-Market,Ethics Committee,Research Protocol,Latest version. In English or French,2022-07-15
LB,Lebanon,Post-Market,Ethics Committee,Subject information and ICF,Arabic and (English or French),2022-07-15
LB,Lebanon,Post-Market,Ethics Committee,CRF,In English or French,2022-07-15
LB,Lebanon,Post-Market,Ethics Committee,Patient card,Arabic ,2022-07-15
LB,Lebanon,Post-Market,Ethics Committee,Recruiment plan,,2022-07-15
LB,Lebanon,Post-Market,Ethics Committee,IB,,2022-07-15
LB,Lebanon,Post-Market,Ethics Committee,Proof of insurance,,2022-07-15
LB,Lebanon,Post-Market,Ethics Committee,"PI CV, GCP",,2022-07-15
LB,Lebanon,Post-Market,Ethics Committee,Other relavent doc. CE mark,,2022-07-15
NG,Nigeria,Pre-Market,Ethics Committee,Cover Letter to the Chairman/EC,,2022-07-15
NG,Nigeria,Pre-Market,Ethics Committee,Application Form,,2022-07-15
NG,Nigeria,Pre-Market,Ethics Committee,Research Protocol ,Submit 4 paper copies and the electronic format. Instruction in the guideline document.,2022-07-15
NG,Nigeria,Pre-Market,Ethics Committee,Synopsis,1 page in local language,2022-07-15
NG,Nigeria,Pre-Market,Ethics Committee,PI CV ,NIH Biosketch format. Max 2 pages,2022-07-15
NG,Nigeria,Pre-Market,Ethics Committee,Letter of the sponsor ,,2022-07-15
