Code,Country,Study,Submission,Documents,Note,Date
CH,Switzerland,Pre-Market,CA,CRF,,2022-06-30
CH,Switzerland,Pre-Market,CA,ICF & patient information sheet,,2022-06-30
CH,Switzerland,Pre-Market,CA,Compliance with ISO 14155,,2022-06-30
CH,Switzerland,Pre-Market,CA,Up to date IB,,2022-06-30
CH,Switzerland,Pre-Market,CA,"IFU, if not integrated in IB",,2022-06-30
CH,Switzerland,Pre-Market,CA,Matrix of general safety and performance requirements and list of applicable standards,,2022-06-30
CH,Switzerland,Pre-Market,CA,"Confirmation that the documentation is being kept available in accordance with chapter III of Annex XV of the MDR for at least 10 years, 15 years in case of implants",,2022-06-30
CH,Switzerland,Pre-Market,CA,Proof of insurance,,2022-06-30
CH,Switzerland,Pre-Market,CA,Animal origin information ,If aplicable,2022-06-30
CH,Switzerland,Pre-Market,CA,MRI checklist,If aplicable,2022-06-30
CH,Switzerland,Pre-Market,CA,Ionising radiation information,If aplicable,2022-06-30
CH,Switzerland,Pre-Market,CA,Contract between Sponsor & manufacturer (if not the same one),,2022-06-30
CH,Switzerland,Pre-Market,CA,Trial center lists,Both in Switzerland and abroad,2022-06-30
CH,Switzerland,Pre-Market,CA,"PI CVs, GCPs; ",,2022-06-30
CH,Switzerland,Pre-Market,CA,"NOTE: the maximum file size should not exceed 200MB per PDF file. Larger files must be split. Documents formats: PDF, Excel & scanned documents. ",,2022-06-30
CH,Switzerland,Post-Market,CA,"NO NEED TO SUBMIT TO CA, EC ONLY. Category A clinical trials",,2022-06-30
CR,Costa Rica,Pre-Market,CA,Instruction,The data entered into the SEP Online database and the data submitted to the Agency in hard copy must be identical. See EC submission. ,2022-06-30
CR,Costa Rica,Post-Market,CA,Instruction,The data entered into the SEP Online database and the data submitted to the Agency in hard copy must be identical. See EC submission. ,2022-06-30
CY,Cyprus,Pre-Market,CA,Aplication form ,Download from webpage,2022-06-30
CY,Cyprus,Pre-Market,CA,A copy of the opinion of the Cyprus National Ethics Committee,,2022-06-30
CY,Cyprus,Pre-Market,CA,Data allowing identification of the device,"(i) Generic Name (ii) Model name (iii) Model Number (i.e. Label, Instruction for Use).",2022-06-30
CY,Cyprus,Pre-Market,CA,A general description of the product  ,,2022-06-30
CY,Cyprus,Pre-Market,CA,CIP,,2022-06-30
CY,Cyprus,Pre-Market,CA,Criteria of patient selection,,2022-06-30
CY,Cyprus,Pre-Market,CA,Number of patient in clinical investigation,,2022-06-30
CY,Cyprus,Pre-Market,CA,"Design drawings and methods of manufacture envisaged, in particular as regards sterilization and diagrams of components, sub assemblies, circuits etc.",May not be submitted but must be available in case the CA wants.,2022-06-30
CY,Cyprus,Pre-Market,CA,The results of the risk analysis & GSPRs analysis,,2022-06-30
CY,Cyprus,Pre-Market,CA,The results of the design calculation and of the inspections and technical tests carried out ,,2022-06-30
CY,Cyprus,Pre-Market,CA,"Summary of the experience with any similar device manufactured, including length of time on the market and a review of performance related complaints ",,2022-06-30
CY,Cyprus,Pre-Market,CA,"Details of new or previously untested features of the device including where applicable, functions and principles of operation",,2022-06-30
CY,Cyprus,Pre-Market,CA,Image of the device ,,2022-06-30
CY,Cyprus,Post-Market,CA,Aplication form ,Download from webpage,2022-06-30
CY,Cyprus,Post-Market,CA,A copy of the opinion of the Cyprus National Ethics Committee,,2022-06-30
CY,Cyprus,Post-Market,CA,Data allowing identification of the device,"(i) Generic Name (ii) Model name (iii) Model Number (i.e. Label, Instruction for Use).",2022-06-30
CY,Cyprus,Post-Market,CA,A general description of the product  ,,2022-06-30
CY,Cyprus,Post-Market,CA,CIP,,2022-06-30
CY,Cyprus,Post-Market,CA,Criteria of patient selection,,2022-06-30
CY,Cyprus,Post-Market,CA,Number of patient in clinical investigation,,2022-06-30
CY,Cyprus,Post-Market,CA,"Design drawings and methods of manufacture envisaged, in particular as regards sterilization and diagrams of components, sub assemblies, circuits etc.",May not be submitted but must be available in case the CA wants.,2022-06-30
CY,Cyprus,Post-Market,CA,The results of the risk analysis & GSPRs analysis,,2022-06-30
CY,Cyprus,Post-Market,CA,The results of the design calculation and of the inspections and technical tests carried out ,,2022-06-30
CY,Cyprus,Post-Market,CA,"Summary of the experience with any similar device manufactured, including length of time on the market and a review of performance related complaints ",,2022-06-30
CY,Cyprus,Post-Market,CA,"Details of new or previously untested features of the device including where applicable, functions and principles of operation",,2022-06-30
CY,Cyprus,Post-Market,CA,Image of the device ,,2022-06-30
CZ,Czech Republic,Pre-Market,CA,Investigator's Brochure IB,,2022-06-30
CZ,Czech Republic,Pre-Market,CA,CIP,,2022-06-30
CZ,Czech Republic,Pre-Market,CA,Approval of the EC,,2022-06-30
CZ,Czech Republic,Pre-Market,CA,ICF ,,2022-06-30
CZ,Czech Republic,Pre-Market,CA,Insurance information,,2022-06-30
CZ,Czech Republic,Pre-Market,CA,A declaration to the effect whether the medical device contains an active substance or a human blood or plasma derivative as its integral part (if aplicable),,2022-06-30
CZ,Czech Republic,Pre-Market,CA,A declaration to the effect whether the medical device has been manufactured using tissues of animal origin with a view to the minimisation of risk of transfer of TSE infection to man,,2022-06-30
CZ,Czech Republic,Pre-Market,CA,A declaration to the effect that the concerned medical device meets the basic requirements governing medical devices in conformity assessment,,2022-06-30
CZ,Czech Republic,Pre-Market,CA,Label of investigational medical device (in English or in Czech),,2022-06-30
CZ,Czech Republic,Pre-Market,CA,Extra information,The sponsors established outside the territory of the Czech Republic are highly recommended to consider cooperation with CROs established in the Czech Republic. Such cooperation might contribute to speeding up the processing of applications,2022-06-30
CZ,Czech Republic,Post-Market,CA,Investigator's Brochure IB,,2022-06-30
CZ,Czech Republic,Post-Market,CA,CIP,,2022-06-30
CZ,Czech Republic,Post-Market,CA,Approval of the EC,,2022-06-30
CZ,Czech Republic,Post-Market,CA,ICF ,,2022-06-30
CZ,Czech Republic,Post-Market,CA,Insurance information,,2022-06-30
CZ,Czech Republic,Post-Market,CA,A declaration to the effect whether the medical device contains an active substance or a human blood or plasma derivative as its integral part (if aplicable),,2022-06-30
CZ,Czech Republic,Post-Market,CA,A declaration to the effect whether the medical device has been manufactured using tissues of animal origin with a view to the minimisation of risk of transfer of TSE infection to man,,2022-06-30
CZ,Czech Republic,Post-Market,CA,A declaration to the effect that the concerned medical device meets the basic requirements governing medical devices in conformity assessment,,2022-06-30
CZ,Czech Republic,Post-Market,CA,Label of investigational medical device (in English or in Czech),,2022-06-30
CZ,Czech Republic,Post-Market,CA,Extra information,The sponsors established outside the territory of the Czech Republic are highly recommended to consider cooperation with CROs established in the Czech Republic. Such cooperation might contribute to speeding up the processing of applications,2022-06-30
DK,Denmark,Pre-Market,CA,SAME TO BOTH EC & CA,,2022-06-30
DK,Denmark,Pre-Market,CA,“01.01 Cover letter”,,2022-06-30
DK,Denmark,Pre-Market,CA,“01.02 Application form”,,2022-06-30
DK,Denmark,Pre-Market,CA,“02.01 Investigator Brocure”,,2022-06-30
DK,Denmark,Pre-Market,CA,“02.02 Instruction for use”,,2022-06-30
DK,Denmark,Pre-Market,CA,“02.03 Checklist for fulfilment of general safety performance requirements”,,2022-06-30
DK,Denmark,Pre-Market,CA,“03.01 Clinical investigation plan”,,2022-06-30
DK,Denmark,Pre-Market,CA,Patient information(s) and informed consent form(s),“04.01 Subject information and consent form patients”                                                                           “04.02 Subject information and consent form legal representative”; 04.03 and so on ,2022-06-30
DK,Denmark,Pre-Market,CA,Statement certifying that the device in question complies with the General safety and performance requirements,“05.01 Statement of compliance”,2022-06-30
DK,Denmark,Pre-Market,CA,CE certificate ,“05.02 Declaration of conformity”,2022-06-30
DK,Denmark,Pre-Market,CA,GDPR Data protection ,“06.01 sponsors statement on how to comply with GDPR”; 06.02… ,2022-06-30
DK,Denmark,Pre-Market,CA,Extra information (See note),Send documents to both EC & CA. ,2022-06-30
DK,Denmark,Pre-Market,CA,REQUIRED FROM EC,SEE EC EXCEL ,2022-06-30
DK,Denmark,Post-Market,CA,SAME TO BOTH EC & CA,ONLY SEND IF THE MD IS INVASIVE OR BURDENSOME,2022-06-30
DK,Denmark,Post-Market,CA,“01.01 Cover letter”,,2022-06-30
DK,Denmark,Post-Market,CA,“01.02 Application form”,,2022-06-30
DK,Denmark,Post-Market,CA,“02.01 Investigator Brocure”,,2022-06-30
DK,Denmark,Post-Market,CA,“02.02 Instruction for use”,,2022-06-30
DK,Denmark,Post-Market,CA,“02.03 Checklist for fulfilment of general safety performance requirements”,,2022-06-30
DK,Denmark,Post-Market,CA,“03.01 Clinical investigation plan”,,2022-06-30
DK,Denmark,Post-Market,CA,Patient information(s) and informed consent form(s),“04.01 Subject information and consent form patients”                                                                           “04.02 Subject information and consent form legal representative”; 04.03 and so on ,2022-06-30
DK,Denmark,Post-Market,CA,Statement certifying that the device in question complies with the General safety and performance requirements,“05.01 Statement of compliance”,2022-06-30
DK,Denmark,Post-Market,CA,CE certificate ,“05.02 Declaration of conformity”,2022-06-30
DK,Denmark,Post-Market,CA,GDPR Data protection ,“06.01 sponsors statement on how to comply with GDPR”; 06.02… ,2022-06-30
DK,Denmark,Post-Market,CA,Extra information (See note),Send documents to both EC & CA. ,2022-06-30
DK,Denmark,Post-Market,CA,REQUIRED FROM EC,SEE EC EXCEL ,2022-06-30
DE,Germany,Pre-Market,CA,Cover Letter,,2022-06-30
DE,Germany,Pre-Market,CA,Aplication Form,,2022-06-30
DE,Germany,Pre-Market,CA,IB,,2022-06-30
DE,Germany,Pre-Market,CA,CIP ,"Version, dated and signed",2022-06-30
DE,Germany,Pre-Market,CA,Statement from sponsor of fulfilling the GSPRs,,2022-06-30
DE,Germany,Pre-Market,CA,Opinion of the EC,,2022-06-30
DE,Germany,Pre-Market,CA,Proof of insurance,,2022-06-30
DE,Germany,Pre-Market,CA,ICF,,2022-06-30
DE,Germany,Pre-Market,CA,Data protection,,2022-06-30
DE,Germany,Pre-Market,CA,Technical documentatiins of the device,,2022-06-30
DE,Germany,Post-Market,CA,"Note: If the clinical investigation is with a CE-marked medical device, within its intended purpose, is not exposed to any additional invasive or burdensome procedure → EC ONLY.",Looking for the local EC for more informtion. ,2022-06-30
DE,Germany,Post-Market,CA,"Other cases: undergoing additional invasive or burdensome procedures, or use outside intended purpose → Full submission same as pre- market ",,2022-06-30
EE,Estonia,Pre-Market,CA,MANDATORY,,2022-06-30
EE,Estonia,Pre-Market,CA,Cover Letter,,2022-06-30
EE,Estonia,Pre-Market,CA,Aplication Form ,Download from web,2022-06-30
EE,Estonia,Pre-Market,CA,IB,Including annexes ,2022-06-30
EE,Estonia,Pre-Market,CA,CIP,,2022-06-30
EE,Estonia,Pre-Market,CA,CEP,,2022-06-30
EE,Estonia,Pre-Market,CA,Synopsis,,2022-06-30
EE,Estonia,Pre-Market,CA,Statement of conformity,,2022-06-30
EE,Estonia,Pre-Market,CA,Example of labels,,2022-06-30
EE,Estonia,Pre-Market,CA,Description of the arrangements to comply with the applicable rules on the protection and confidentiality of personal data/ personal information,,2022-06-30
EE,Estonia,Pre-Market,CA,List of GSPRs ,,2022-06-30
EE,Estonia,Pre-Market,CA,AS APLICABLE,,2022-06-30
EE,Estonia,Pre-Market,CA,Description of the arrangements to comply with the applicable rules on the protection and confidentiality of personal data/ personal information,,2022-06-30
EE,Estonia,Pre-Market,CA,Risk management,,2022-06-30
EE,Estonia,Pre-Market,CA,Test reports,,2022-06-30
EE,Estonia,Pre-Market,CA,Proof of clinical Insurance,,2022-06-30
EE,Estonia,Pre-Market,CA,Suitability of investigational sites and investigation site team,,2022-06-30
EE,Estonia,Pre-Market,CA,Manufacturer's IFU,,2022-06-30
EE,Estonia,Pre-Market,CA,"PI CVs, GCPs",,2022-06-30
EE,Estonia,Pre-Market,CA,Recruitment procedures,,2022-06-30
EE,Estonia,Pre-Market,CA,ICF & related documentation,,2022-06-30
EE,Estonia,Pre-Market,CA,Decisions from other countries,,2022-06-30
EE,Estonia,Pre-Market,CA,Receipt of state fee,"Beneficiary's name: Ministry of Finance
Account:
SEB Pank EE891010220034796011 (BIC / SWIFT: EEUHEE2X)
Swedbank EE932200221023778606 (BIC / SWIFT: HABAEE2X)
LHV Bank EE777700771003813400 (BIC / SWIFT: LHVBEE22)
Luminor Bank EE701700017001577198 (BIC / SWIFT: NDEAEE2X)

Reference number: 2900083031

 NB! The reference number is mandatory on bank transfer!",2022-06-30
EE,Estonia,Post-Market,CA,MANDATORY,,2022-06-30
EE,Estonia,Post-Market,CA,Cover Letter,,2022-06-30
EE,Estonia,Post-Market,CA,Aplication Form ,Download from web,2022-06-30
EE,Estonia,Post-Market,CA,IB,Including annexes ,2022-06-30
EE,Estonia,Post-Market,CA,CIP,,2022-06-30
EE,Estonia,Post-Market,CA,CEP,,2022-06-30
EE,Estonia,Post-Market,CA,Synopsis,,2022-06-30
EE,Estonia,Post-Market,CA,Statement of conformity,,2022-06-30
EE,Estonia,Post-Market,CA,Example of labels,,2022-06-30
EE,Estonia,Post-Market,CA,Description of the arrangements to comply with the applicable rules on the protection and confidentiality of personal data/ personal information,,2022-06-30
EE,Estonia,Post-Market,CA,List of GSPRs ,,2022-06-30
EE,Estonia,Post-Market,CA,AS APLICABLE,,2022-06-30
EE,Estonia,Post-Market,CA,Description of the arrangements to comply with the applicable rules on the protection and confidentiality of personal data/ personal information,,2022-06-30
EE,Estonia,Post-Market,CA,Risk management,,2022-06-30
EE,Estonia,Post-Market,CA,Test reports,,2022-06-30
EE,Estonia,Post-Market,CA,Proof of clinical Insurance,,2022-06-30
EE,Estonia,Post-Market,CA,Suitability of investigational sites and investigation site team,,2022-06-30
EE,Estonia,Post-Market,CA,Manufacturer's IFU,,2022-06-30
EE,Estonia,Post-Market,CA,"PI CVs, GCPs",,2022-06-30
EE,Estonia,Post-Market,CA,Recruitment procedures,,2022-06-30
EE,Estonia,Post-Market,CA,ICF & related documentation,,2022-06-30
EE,Estonia,Post-Market,CA,CE certificate,,2022-06-30
EE,Estonia,Post-Market,CA,Decisions from other countries,,2022-06-30
EE,Estonia,Post-Market,CA,PMCF Plan,,2022-06-30
EE,Estonia,Post-Market,CA,Receipt of state fee,"Beneficiary's name: Ministry of Finance
Account:
SEB Pank EE891010220034796011 (BIC / SWIFT: EEUHEE2X)
Swedbank EE932200221023778606 (BIC / SWIFT: HABAEE2X)
LHV Bank EE777700771003813400 (BIC / SWIFT: LHVBEE22)
Luminor Bank EE701700017001577198 (BIC / SWIFT: NDEAEE2X)

Reference number: 2900083031

 NB! The reference number is mandatory on bank transfer!",2022-06-30
ES,Spain,Pre-Market,CA,Cover Letter ,,2022-06-30
ES,Spain,Pre-Market,CA,Aplication Form ,,2022-06-30
ES,Spain,Pre-Market,CA,sponsor’s and manufacturer’s name & contact form,,2022-06-30
ES,Spain,Pre-Market,CA,Specify that It is the first submission,,2022-06-30
ES,Spain,Pre-Market,CA,All countries participants (if multicenter/nationals study),,2022-06-30
ES,Spain,Pre-Market,CA,EUDAMED ID (CIV ID),,2022-06-30
ES,Spain,Pre-Market,CA,EC opinion (asap),,2022-06-30
ES,Spain,Pre-Market,CA,CE mark certification,,2022-06-30
ES,Spain,Pre-Market,CA,CIP,,2022-06-30
ES,Spain,Pre-Market,CA,IB,,2022-06-30
ES,Spain,Pre-Market,CA,Proof of Insurance ,,2022-06-30
ES,Spain,Pre-Market,CA,ICF & Patient information documents,,2022-06-30
ES,Spain,Pre-Market,CA,"a statement indicating whether or not the device incorporates, as an integral part, a substance or human blood derivative referred to in Section 10 of Annex 1 of Directive 90/385/EEC respectively section 7.4 of Annex I of Directive 93/42/EEC;",,2022-06-30
ES,Spain,Pre-Market,CA,"PI CVs, GCPs",,2022-06-30
ES,Spain,Post-Market,CA,EC favorable responds,,2022-06-30
ES,Spain,Post-Market,CA,CE certification,,2022-06-30
ES,Spain,Post-Market,CA,CIP in Spanish,,2022-06-30
ES,Spain,Post-Market,CA,IFU in Spanish,,2022-06-30
FI,Finland,Pre-Market,CA,MANDATORY,,2022-06-30
FI,Finland,Pre-Market,CA,Cover letter,,2022-06-30
FI,Finland,Pre-Market,CA,Application form,,2022-06-30
FI,Finland,Pre-Market,CA,Investigator’s Brochure (including any annexes) ,,2022-06-30
FI,Finland,Pre-Market,CA,CIP,,2022-06-30
FI,Finland,Pre-Market,CA,CEP,,2022-06-30
FI,Finland,Pre-Market,CA,Synopsis,,2022-06-30
FI,Finland,Pre-Market,CA,Statement of conformity,,2022-06-30
FI,Finland,Pre-Market,CA,Example of labels,,2022-06-30
FI,Finland,Pre-Market,CA,The protection and confidentiality of personal data/ personal information,,2022-06-30
FI,Finland,Pre-Market,CA,List of GSPRs,,2022-06-30
FI,Finland,Pre-Market,CA,AS APLICABLE,,2022-06-30
FI,Finland,Pre-Market,CA,Risk management documentation,,2022-06-30
FI,Finland,Pre-Market,CA,Test reports,,2022-06-30
FI,Finland,Pre-Market,CA,Proof of Clinical Investigation Insurance,,2022-06-30
FI,Finland,Pre-Market,CA,Suitability of investigational sites and investigation site team,,2022-06-30
FI,Finland,Pre-Market,CA,Manufacturer’s Instructions for Use,,2022-06-30
FI,Finland,Pre-Market,CA,Suitability of the investigators,,2022-06-30
FI,Finland,Pre-Market,CA,Recruitment procedures and advertising materials,,2022-06-30
FI,Finland,Pre-Market,CA,"ICF, participants information, compensation….",,2022-06-30
FI,Finland,Pre-Market,CA,Decisions from other countries,,2022-06-30
FI,Finland,Post-Market,CA,MANDATORY,,2022-06-30
FI,Finland,Post-Market,CA,Cover letter,,2022-06-30
FI,Finland,Post-Market,CA,Application form,,2022-06-30
FI,Finland,Post-Market,CA,Investigator’s Brochure (including any annexes) ,,2022-06-30
FI,Finland,Post-Market,CA,CIP,,2022-06-30
FI,Finland,Post-Market,CA,CEP,,2022-06-30
FI,Finland,Post-Market,CA,Synopsis,,2022-06-30
FI,Finland,Post-Market,CA,Statement of conformity,,2022-06-30
FI,Finland,Post-Market,CA,Example of labels,,2022-06-30
